"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","sizeAssets","debtor_ua_firstname","debtor_ukr_firstname","organization_ua_company_name","organization_eng_company_code","person","assetsCurrency","debtor_eng_sameRegLivingAddress","organization_ukr_company_name","debtor_ua_lastname","organization_extendedstatus","objectType","dnt_sizeAssets_hidden","organization_ukr_company_address","otherObjectType","organization_eng_company_name","debtor_ua_middlename","debtor_eng_firstname","organization_eng_company_address","organization_ua_company_code","iteration","organization","organization_type","debtor_ukr_lastname","debtor_eng_lastname","debtor_eng_middlename","debtor_ukr_middlename","debtor_ua_sameRegLivingAddress","object_id","ownershipType","otherOwnership","percent.ownership","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Алексєєв Ігор Сергійович","Верховна Рада України","Народний депутат України","nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","Алексєєв","FALSE","Сергійович",2018-03-11,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","Ігор","FALSE","cash",12000,"","","","","1476743018040","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477255233520","","","","","","","","1477255233520","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестор Наталія Володимирівна","дружина",336806.68
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","cash",1235000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1490891566490","","","","","","","","1490891566490","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,34663020.41
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",66,"","","ПАТ ""Укрсоцбанк""","","1","EUR","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00039019","1490892106321","j","Юридична особа, зареєстрована в Україні","","","","","","1490892106321","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,2210.7
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",2388,"","","ПАТ ""Укрсоцбанк""","","1","USD","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00039019","1490891965691","j","Юридична особа, зареєстрована в Україні","","","","","","1490891965691","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,67024.53
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",13593,"","","АТ ""Укрсиббанк""","","1490801022966","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","09807750","1522345303699","j","Юридична особа, зареєстрована в Україні","","","","","","1522345303699","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",13593
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",371,"","","ПАТ ""Міжнародний інвестиційний банк""","","1490801022966","EUR","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","35810511","1490892646776","j","Юридична особа, зареєстрована в Україні","","","","","","1490892646776","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",12426.8
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","cash",200000,"","","","","1490801022966","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1490891497113","","","","","","","","1490891497113","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",5613444.6
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",357,"","","ПАТ ""Міжнародний інвестиційний банк""","","1490801022966","USD","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","35810511","1490892569368","j","Юридична особа, зареєстрована в Україні","","","","","","1490892569368","Власність","",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",10020
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",3435,"","","ПАТ ""Міжнародний інвестиційний банк""","","1490801022966","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","35810511","1490892412689","j","Юридична особа, зареєстрована в Україні","","","","","","1490892412689","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",3435
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","FALSE","bank",556846,"","","ПАТ ""Укрсоцбанк""","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00039019","1490891609143","j","Юридична особа, зареєстрована в Україні","","","","","","1490891609143","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,556846
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Амельченко","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Василь","FALSE","cash",5360000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477845969190","","","","","","","","1477845969190","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,5360000
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Амельченко","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Василь","FALSE","cash",170000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477846219333","","","","","","","","1477846219333","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,4771427.91
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Амельченко","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Василь","FALSE","bank",50500,"","","ПАТ ""Ощадбанк""","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00032129","1490900232158","j","Юридична особа, зареєстрована в Україні","","","","","","1490900232158","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,50500
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","cash",0,"","","","","1519059995746","","","","","1","Готівкові кошти","TRUE","","","","","","","","1519066248242","","","","","","","","1519066248242","Власність","",NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"Кириченко Катерина Володимирівна","дружина",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","lend",1488939,"","","ТОВ ""Форум-Капітал""","","1","UAH","","","",NA,"Кошти, позичені третім особам","FALSE","","","","","","","32776340","1477512272508","j","Юридична особа, зареєстрована в Україні","","","","","","1477512272508","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,1488939
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","lend",7060517,"","","ТОВ ""Управляюча компанія ""Інтеко""","","1","UAH","","","",NA,"Кошти, позичені третім особам","FALSE","","","","","","","37888829","1477512652202","j","Юридична особа, зареєстрована в Україні","","","","","","1477512652202","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,7060517
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","lend",6593025,"","","ТОВ ""Інтеко-Конкріт""","","1","UAH","","","",NA,"Кошти, позичені третім особам","FALSE","","","","","","","35679065","1477512771748","j","Юридична особа, зареєстрована в Україні","","","","","","1477512771748","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,6593025
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","bank",0,"","","","","1519059995746","","","","","1","Кошти, розміщені на банківських рахунках","TRUE","","","","","","","","1519388148611","","","","","","","","1519388148611","Власність","",NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"Кириченко Катерина Володимирівна","дружина",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","metals",127815,"","","","","1","UAH","","","","1","Активи у дорогоцінних (банківських) металах","FALSE","","","","","","","","1519068717455","","","","","","","","1519068717455","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,127815
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","bank",2882,"","","ПАТ ""Банк 3/4""","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","36002395","1477512964926","j","Юридична особа, зареєстрована в Україні","","","","","","1477512964926","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,2882
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","bank",48074,"","","АТ ""Укрексімбанк""","","1","UAH","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","00032112","1520855271465","j","Юридична особа, зареєстрована в Україні","","","","","","1520855271465","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,48074
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","cash",7281322,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477512866308","","","","","","","","1477512866308","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,7281322
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","lend",580305,"","","ТОВ ""Екотехбудсервіс""","","1","UAH","","","",NA,"Кошти, позичені третім особам","FALSE","","","","","","","32985720","1477512510159","j","Юридична особа, зареєстрована в Україні","","","","","","1477512510159","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,580305
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","FALSE","bank",38284,"","","ПАТ ""Банк 3/4""","","1","EUR","","","",NA,"Кошти, розміщені на банківських рахунках","FALSE","","","","","","","36002395","1477513277372","j","Юридична особа, зареєстрована в Україні","","","","","","1477513277372","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,1282338.81
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","cash",7000,"","","","","1477405687214","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1522078111756","","","","","","","","1522078111756","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Сергій Андрійович","син",196470.56
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","cash",35000,"","","","","1477405213563","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1477671967526","","","","","","","","1477671967526","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Наталія Ігорівна","дружина",982352.8
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","metals",698982,"","","","","1","UAH","","","","1","Активи у дорогоцінних (банківських) металах","FALSE","","","","","","","","1489601314459","","","","","","","","1489601314459","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA,698982
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","cash",70000,"","","","","1","USD","","","","1","Готівкові кошти","FALSE","","","","","","","","1489601224442","","","","","","","","1489601224442","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA,1964705.61
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","cash",2590000,"","","","","1476948529010","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1489601485424","","","","","","","","1489601485424","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина",2590000
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","Арешонков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Володимир","FALSE","cash",420000,"","","","","1","UAH","","","","1","Готівкові кошти","FALSE","","","","","","","","1477524873471","","","","","","","","1477524873471","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонков Володимир Юрійович",NA,420000
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","Арешонков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Володимир","FALSE","cash",7000,"","","","","1476988058804","USD","","","","1","Готівкові кошти","FALSE","","","","","","","",NA,"","","","","","","","1477525033671","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонкова Маргарита Миколаївна","дружина",196470.56
